ANIMAL_ID,SIRE_ID,DAM_ID
DUMMYHUK1579M,010000000043811911M,010000000878347511F
010000000960268411F,650000000220330611M,010000000885920411F
010000000986303111F,630000082987787411M,010000000940445211F
DUMMYHUK2143M,120000000000298411M,010000000960267411F
010000001170968511F,650000000227204411M,010000001007443711F
DUMMYHUK2475M,720000090901588111M,010000001007443711F
DUMMYHUK2997M,*,010000001069447711F
010000001103190911F,650000001715473711M,010000001069447711F
DUMMYHUK2491M,010000000058195011M,010000000985697911F
DUMMYHUK3753F,650000013555624311M,010000001143985411F
010000001015106011F,010000000056944611M,010000000973521211F
010000000457715211F,010000000033209511M,200000000227667211F
010000000917151411F,010000000043267111M,010000000871717411F
DUMMYHUK1817M,630000079054553211M,010000000887262411F
010000000946296211F,650000000210329711M,010000000900656411F
010000001030220211F,120000000000391511M,010000000942494311F
010000001069447611F,720000111503103811M,010000000942494311F
010000001091747711F,010000000058144511M,010000001050116411F
DUMMYHUK1725M,630000077665452811M,010000000851677411F
DUMMYHUK4506F,DUMMYHUK33M,010000001241507111F
DUMMYHUK386F,010000000039517311M,DUMMYHUK266F
DUMMYHUK2634F,010000000058798411M,010000001032613411F
DUMMYHUK2633M,010000000058798411M,010000001032613411F
DUMMYHUK4124F,640000000751149411M,010000001132930511F
DUMMYHUK3258M,650000001724630311M,010000001132930511F
DUMMYHUK3433M,650000013227754111M,010000001132930511F
DUMMYHUK3639F,650000013227754111M,010000001132930511F
DUMMYHUK601F,010000000040262511M,DUMMYHUK10F
DUMMYHUK2025M,650000000218300711M,010000000942494011F
010000001183964111F,650000013436109311M,010000001129881411F
DUMMYHUK4073M,010000000065110111M,010000001184168611F
DUMMYHUK3833M,010000000063130811M,010000001184168611F
010000001011792911F,120000000000298411M,010000000853597711F
DUMMYHUK1619M,120000000000283611M,010000000853597711F
DUMMYHUK3186M,640000000536434311M,010000001127199111F
010000001220440611F,650000013227733611M,010000001127199111F
DUMMYHUK4591F,DUMMYHUK34M,010000001227409511F
DUMMYHUK4709F,DUMMYHUK112M,010000001236913211F
DUMMYHUK2003M,650000000218300711M,010000000851678011F
010000001063302811F,010000000058421311M,010000000982469811F
010000000521564811F,200000000035286111M,010000000396940611F
DUMMYHUK1957M,120000000000298411M,010000000893468811F
DUMMYHUK1898M,640000000037990611M,010000000895531411F
010000001046727611F,010000000057433411M,010000000962371011F
DUMMYHUK3495M,DUMMYHUK56M,010000001130900111F
DUMMYHUK3943F,010000000063052611M,010000001159337011F
DUMMYHUK3855M,DUMMYHUK56M,010000001159823611F
DUMMYHUK4595F,DUMMYHUK34M,010000001225949711F
DUMMYHUK1958M,630000082987787411M,010000000940444911F
DUMMYHUK4206M,710000500823845711M,010000001187215711F
010000001240157811F,010000000063130811M,010000001187215711F
DUMMYHUK2398F,650000000228954811M,010000000871717811F
DUMMYHUK2259M,630000083137519511M,010000000871717811F
010000001014348211F,120000000000298411M,010000000924985011F
DUMMYHUK1542F,630000031834081011M,010000000871716411F
010000000968694711F,640000000037990611M,010000000924985411F
010000001032970711F,120000000000391511M,010000000895531611F
010000000986334711F,120000000000298411M,010000000895531611F
010000001074383911F,630000022753720611M,010000001015386311F
010000001052629211F,630000085607022211M,010000001015386311F
DUMMYHUK2691M,010000000046116511M,010000001032970711F
010000001093616611F,010000000056040011M,010000000985697611F
010000001054729311F,010000000058237411M,010000000990392711F
DUMMYHUK2869M,010000000057345011M,010000000990392711F
DUMMYHUK1772M,650000000202004911M,010000000881196211F
DUMMYHUK2225M,630000083938054611M,010000000897698511F
DUMMYHUK1904F,650000000202004911M,010000000897698511F
DUMMYHUK2319M,630000011031407311M,010000000897699511F
DUMMYHUK2320F,630000011031407311M,010000000897699511F
010000000960268311F,630000079054553211M,010000000897699511F
DUMMYHUK2082F,010000000046116511M,010000000921210711F
010000001011792811F,120000000000298411M,010000000921210711F
DUMMYHUK2698M,650000001715473711M,010000000965025611F
010000001189620211F,630000036125244311M,010000001113361911F
DUMMYHUK1520M,640000000032950111M,010000000871718011F
DUMMYHUK2035F,600000101116469011M,010000000922946711F
010000001184168711F,640000000514504111M,010000001126438111F
010000000006950711M,*,*
010000000007684711M,*,*
010000000007871911M,*,*
010000000010633311M,*,*
010000000013716311M,*,*
010000000014324911M,*,*
010000000015295311M,*,*
010000000015523911M,*,*
010000000015689311M,*,*
010000000021328911M,*,*
640000000021470411M,*,*
640000000022580611M,*,*
640000000024551911M,*,*
640000000024634911M,*,*
640000000025348411M,*,*
640000000028739211M,*,*
650000000129552311M,640000000019899811M,650000000323597011F
650000000134637311M,650000000123589411M,*
650000000147161811M,*,*
200000000023217311M,*,*
640000000025909611M,640000000024955611M,640000000068417711F
200000000034449111M,200000000028996511M,*
650000000139399711M,650000000118987011M,650000000399390111F
650000000139720911M,650000000118987011M,*
650000000134066911M,650000000111203011M,*
010000000938499511F,640000000032809811M,010000000877132311F
DUMMYHUK1765M,640000000032950111M,010000000898967611F
010000000982468611F,120000000000298411M,010000000938498611F
DUMMYHUK197F,DUMMYHUK5M,*
DUMMYHUK193F,DUMMYHUK5M,*
DUMMYHUK260F,DUMMYHUK24M,*
200000000466837211F,200000000034920111M,200000000323952611F
200000000421204811F,200000000027852711M,200000000305548611F
DUMMYHUK270F,200000000034594911M,*
DUMMYHUK1811M,010000000042560511M,010000000878347911F
010000000985697411F,120000000000298411M,010000000880109311F
010000000942495011F,630000032082524211M,010000000895531811F
010000001029859211F,650000000189121311M,010000000942494911F
010000001070213411F,630000022753720611M,010000000986302911F
DUMMYHUK3731F,650000006225339411M,010000001147483711F
DUMMYHUK3175M,650000013182383311M,010000001029859111F
DUMMYHUK2881M,710000369710405511M,010000001029859111F
DUMMYHUK2567M,650000012218557311M,010000001029859111F
010000001198999811F,650000006164301611M,010000001130386511F
DUMMYHUK3464M,650000013577802311M,010000001032613511F
010000001112790711F,720006105101205711M,010000001032613511F
DUMMYHUK3387M,650000013436109311M,010000001093435611F
DUMMYHUK4066M,010000000065110111M,010000001093435611F
DUMMYHUK2010F,650000000218300711M,010000000917149111F
DUMMYHUK1912F,010000000042560511M,010000000921211411F
DUMMYHUK3377F,DUMMYHUK56M,010000001121797311F
DUMMYHUK2237M,630000083938054611M,010000000860107611F
DUMMYHUK1981M,600000101116469011M,010000000914994111F
DUMMYHUK1834M,650000000210329711M,010000000914994111F
DUMMYHUK2303M,630000011031407311M,010000000914994111F
DUMMYHUK1841M,630000079054553211M,010000000919496411F
DUMMYHUK2311M,650000000228954811M,010000000919496411F
DUMMYHUK2626F,710000569502684311M,010000000946295711F
010000001110271911F,650000000225898311M,010000000962712211F
DUMMYHUK2011F,600000101116469011M,010000000917151211F
DUMMYHUK1844F,DUMMYHUK83M,010000000917151211F
010000001063592111F,010000000058421311M,010000000960268411F
DUMMYHUK3202M,DUMMYHUK56M,010000001033813211F
DUMMYHUK2703M,*,010000001033813211F
010000001140172011F,630000026598823311M,010000001033813211F
DUMMYHUK3936M,010000000063052611M,010000001148427811F
DUMMYHUK1822M,630000079054553211M,010000000917148811F
DUMMYHUK4642M,DUMMYHUK112M,010000001201851311F
DUMMYHUK2191M,120000000000298411M,010000000965025411F
010000001085650011F,010000000058695011M,010000000966696311F
010000000917151111F,640000000032809811M,010000000851678811F
DUMMYHUK2095F,600000101116469011M,010000000871717811F
DUMMYHUK1742M,630000077665452811M,010000000871717811F
010000000914994711F,650000000210329711M,010000000874845211F
DUMMYHUK1921M,640000000033757811M,010000000924985011F
DUMMYHUK2073M,010000000046116511M,010000000924985011F
DUMMYHUK3353F,*,010000001141281611F
DUMMYHUK4486M,DUMMYHUK13M,010000001240740711F
010000000985218911F,010000000046116511M,010000000942494211F
010000001011792511F,120000000000298411M,010000000946295111F
DUMMYHUK2124F,DUMMYHUK83M,010000000946295911F
010000001071944311F,010000000058798411M,010000000990392711F
200000000450340411F,200000000032537311M,200000000312327411F
DUMMYHUK2161M,630000011111639311M,010000000897699511F
010000001009477611F,010000000056944611M,010000000921211311F
DUMMYHUK2316M,630000083938054611M,010000000917150511F
010000001031259111F,720000111503103811M,010000000965025611F
DUMMYHUK2550M,650000000218827211M,010000000965025611F
DUMMYHUK3329M,650000000227204411M,010000001141772111F
DUMMYHUK3770M,010000000061448511M,010000001180096811F
010000000983573911F,640000000037650411M,010000000917149911F
DUMMYHUK2344M,630000083938054611M,010000000960266811F
DUMMYHUK2352M,720000111503103811M,010000000988412911F
DUMMYHUK1513M,630000031834081011M,010000000873841711F
DUMMYHUK2168M,120000000000411811M,010000000938498211F
DUMMYHUK3715F,650000006189496611M,010000001054729311F
010000001201851311F,600000034661272411M,010000001144299311F
DUMMYHUK3129M,640000000536434311M,010000001119375011F
DUMMYHUK1410F,DUMMYHUK110M,010000000851678711F
010000001115890711F,650000001715473711M,010000000988412911F
010000001033352411F,720000111503103811M,010000000938498211F
DUMMYHUK1969M,600000002014002611M,010000000938498211F
010000001252636911F,600000053674301911M,010000001144299311F
010000001241506711F,010000000063052611M,010000001200047911F
DUMMYHUK1587F,DUMMYHUK110M,010000000877132211F
DUMMYHUK1820F,630000079054553211M,010000000881196611F
DUMMYHUK2140M,010000000056944611M,010000000958084911F
DUMMYHUK3155M,600000034546181811M,010000001050116011F
010000001049215011F,720000090901588111M,010000000988156911F
DUMMYHUK1833F,640000000037990611M,010000000853596911F
010000001140171311F,710000569200023211M,010000001101051111F
010000001203504711F,650000006004537511M,010000001101051111F
DUMMYHUK4667F,DUMMYHUK63M,010000001204499111F
DUMMYHUK2833M,650000000225898311M,010000000971395911F
010000001092091511F,010000000046116511M,010000000971395911F
010000001127730611F,720006105101208111M,010000000982469311F
DUMMYHUK1809M,650000000202004911M,010000000851678011F
DUMMYHUK1929M,650000000210329711M,010000000871716911F
010000000960266911F,630000079054553211M,010000000917151611F
010000001127200011F,710000369710405511M,010000000960268011F
DUMMYHUK2531M,*,010000000960268011F
DUMMYHUK3402M,630000078998045011M,010000001150170011F
DUMMYHUK2484M,*,010000001010718011F
010000001052771511F,630000015965926111M,010000001015386411F
DUMMYHUK2038M,630000079054553211M,010000000942495111F
DUMMYHUK2190M,630000083137519511M,010000000942495111F
200000000394416611F,200000000029949511M,200000000248171211F
010000000413299611F,010000000025898911M,200000000281356611F
DUMMYHUK2294M,650000000189121311M,010000000877132211F
010000000919497211F,650000000208938111M,010000000881196611F
010000001071566111F,010000000058695011M,010000000958084911F
010000001141771911F,710000569200023211M,010000001091278111F
DUMMYHUK2554M,720000090901588111M,010000000988156911F
DUMMYHUK3604M,650000013227754111M,010000001144301611F
DUMMYHUK3635M,010000000061448511M,010000001169922911F
010000001096139411F,720006105101205711M,010000001050116011F
DUMMYHUK4320M,DUMMYHUK15M,010000001204499111F
DUMMYHUK2963F,650000001712414711M,010000000971395911F
DUMMYHUK2361M,DUMMYHUK7M,010000000982468311F
010000001011227111F,010000000056944611M,010000000852136311F
DUMMYHUK3134M,650000013182383311M,010000001052629011F
010000000988413111F,630000082987787411M,010000000946295211F
010000001026934411F,650000000218531911M,010000000982469211F
DUMMYHUK2002F,630000082987787411M,010000000917151611F
DUMMYHUK2748M,650000012235831311M,010000000960268011F
DUMMYHUK2342M,DUMMYHUK7M,010000000971395711F
DUMMYHUK599F,640000000037144011M,DUMMYHUK6F
DUMMYHUK2027M,630000079054553211M,010000000853596711F
DUMMYHUK4316F,DUMMYHUK11M,010000001154343411F
DUMMYHUK4745F,DUMMYHUK34M,010000001241507111F
DUMMYHUK2907M,650000001712414711M,010000001032613411F
DUMMYHUK2315F,DUMMYHUK84M,010000000938497811F
010000001008848711F,630000083137519511M,010000000942494011F
010000001165560811F,640000001070560811M,010000001129881411F
DUMMYHUK3695F,DUMMYHUK56M,010000001129881411F
DUMMYHUK4732M,DUMMYHUK34M,010000001207666711F
DUMMYHUK2077F,120000000000298411M,010000000946296111F
DUMMYHUK3119F,650000013182383311M,010000001070572011F
DUMMYHUK2972M,600000057889174811M,010000001070572011F
010000001110183811F,650000012235831311M,010000001070572011F
DUMMYHUK4458F,DUMMYHUK56M,010000001207666711F
010000001160217211F,640000000536434311M,010000001069446811F
DUMMYHUK4147F,010000000065236611M,010000001155983011F
DUMMYHUK3018M,630000026598823311M,010000001106432811F
010000001069028311F,650000012218557311M,010000000986303111F
DUMMYHUK2884M,010000000059827811M,010000001067890311F
DUMMYHUK3750M,650000013555625211M,010000001074384011F
DUMMYHUK3595M,650000013227754111M,010000001129882011F
DUMMYHUK2584F,600000002014002611M,010000001037744911F
DUMMYHUK2794F,720006105101205711M,010000001072406011F
DUMMYHUK4605M,DUMMYHUK63M,DUMMYHUK3878F
DUMMYHUK2515M,*,010000000973521111F
DUMMYHUK1796M,650000000202004911M,010000000840100511F
DUMMYHUK3076M,650000001802389211M,010000001007443711F
DUMMYHUK3077M,650000001802389211M,010000001007443711F
010000000989294311F,640000000037650411M,010000000905265411F
DUMMYHUK1786M,630000077665452811M,010000000906818911F
010000000948081611F,630000032082524211M,010000000908206811F
010000000970104211F,630000079054553211M,010000000924984711F
DUMMYHUK1983F,630000079054553211M,010000000938497911F
DUMMYHUK2186F,010000000056944611M,010000000962372111F
DUMMYHUK2314M,630000083938054611M,010000000962372111F
DUMMYHUK3754M,650000013555624311M,010000001143985411F
DUMMYHUK2605M,010000000058695011M,010000000973521211F
DUMMYHUK2299M,650000000218531911M,010000000982468611F
010000001052628711F,720000111503103811M,010000000985218911F
DUMMYHUK2114M,600000101116469011M,010000000854467511F
DUMMYHUK1362M,650000000207829011M,010000000854467511F
DUMMYHUK1395M,120000000000283611M,010000000853597611F
DUMMYHUK3100M,650000001805491811M,010000001014348211F
DUMMYHUK2970M,710000569200023211M,010000001014348211F
DUMMYHUK1430M,DUMMYHUK110M,010000000853248911F
DUMMYHUK3712M,010000000061448511M,010000001151281411F
010000001014348111F,710000149000028411M,010000000895530811F
DUMMYHUK1703M,640000000032809811M,010000000895530811F
DUMMYHUK1916M,640000000032809811M,010000000895530811F
DUMMYHUK2462M,*,010000000960266911F
DUMMYHUK2524M,630000016215264111M,010000000985697311F
010000000468201811F,010000000034095911M,200000000325929411F
DUMMYHUK1577M,630000031834081011M,010000000880109411F
DUMMYHUK2166M,120000000000411811M,010000000960268611F
DUMMYHUK2758M,650000000225898311M,010000000965026711F
010000001008849111F,120000000000298411M,010000000966695711F
DUMMYHUK1474M,DUMMYHUK110M,010000000851678311F
DUMMYHUK4610M,DUMMYHUK56M,010000001222762511F
DUMMYHUK2162M,630000083938054611M,010000000874844611F
DUMMYHUK2130M,710000149000028411M,010000000917150911F
010000001004018411F,010000000056944611M,010000000938497711F
DUMMYHUK2246F,010000000056944611M,010000000965026211F
010000000919497011F,650000000208938111M,010000000871717811F
DUMMYHUK2414F,120000000000391511M,010000000924985011F
DUMMYHUK2450M,010000000057433411M,010000000965026111F
010000001193755811F,650000013227754111M,010000001132929811F
DUMMYHUK3957F,010000000062249211M,010000001132929811F
010000001206263011F,010000000061262811M,010000001164863611F
DUMMYHUK2695F,010000000056040011M,010000000985697611F
200000000461645011F,200000000032436711M,200000000311108611F
010000000472900211F,640000000029421311M,200000000312151211F
200000000386292411F,200000000029657511M,200000000233486011F
